"site_name","subsite","spp","year","treatment","plot","plant_id","phen_stage","prior_visit","doy"
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","102E","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","102E","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","102E","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","102E","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","102E","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","102E","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","102E","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","102E","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","102C","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","102C","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","102C","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","102C","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","102C","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","102C","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","102C","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","102C","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","102C","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","102C","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","103E","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","103E","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","103E","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","103E","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","103E","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","103E","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","103E","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","103E","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","103E","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","103E","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","103C","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","103C","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","103C","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","103C","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","103C","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","103C","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","103C","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","103C","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","103C","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","103C","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","104E","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","104E","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","104E","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","104E","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","104E","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","104E","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","104E","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","104E","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","104E","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","104E","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","104C","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","104C","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","104C","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","104C","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","104C","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","104C","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","104C","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","104C","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","104C","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","104C","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","105E","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","105E","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","105E","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","105E","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","105E","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","105E","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","105E","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","105E","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","105E","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","105E","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","105C","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","105C","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","105C","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","105C","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","105C","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","105C","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","105C","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","105C","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","105C","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","105C","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","255E","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","255E","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","255E","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","255E","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","255E","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","255E","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","255E","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","255E","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","255E","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","255E","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","255C","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","255C","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","255C","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","255C","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","255C","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","255C","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","255C","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","255C","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","255C","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","255C","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","254E","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","254E","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","254E","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","254E","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","254E","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","254E","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","254E","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","254E","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","254E","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","254E","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","254C","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","254C","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","254C","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","254C","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","254C","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","254C","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","254C","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","254C","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","254C","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","254C","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","253E","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","253E","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","253E","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","253E","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","253E","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","253E","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","253E","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","253E","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","253E","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","253E","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","253C","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","253C","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","253C","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","253C","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","253C","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","253C","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","253C","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","253C","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","253C","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","253C","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","252E","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","252E","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","252E","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","252E","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","252E","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","252E","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","252E","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","252E","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","252E","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","252E","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","252C","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","252C","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","252C","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","252C","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","252C","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","252C","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","252C","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","252C","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","252C","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","252C","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","251E","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","251E","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","251E","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","251E","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP_OTC","251E","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","251E","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","251E","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","251E","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","251E","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP_OTC","251E","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","251C","AR1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","251C","AR2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","251C","AR3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","251C","AR4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_DEEP","251C","AR5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","251C","BB1","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","251C","BB2","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","251C","BB3","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","251C","BB4","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","POLBIS",1993,"SNOWFENCE_DEEP","251C","BB5","1st_leaf",NA,NA
"NIWOT","NIWOT.SADSNFC.MW","ACOROS",1993,"SNOWFENCE_MEDIUM_OTC","451E","AR1","1st_leaf",NA,NA
