"site_name","subsite","year","treatment","plot","prior_visit","plant_id","doy"
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",55,NA,"DRY_4_55_OTC_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",55,NA,"DRY_4_55_OTC_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",56,NA,"DRY_4_56_CTL_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",56,NA,"DRY_4_56_CTL_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",57,NA,"DRY_4_57_CTL_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",57,NA,"DRY_4_57_CTL_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",58,NA,"DRY_4_58_OTC_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",58,NA,"DRY_4_58_OTC_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",59,NA,"DRY_4_59_CTL_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",59,NA,"DRY_4_59_CTL_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",60,NA,"DRY_4_60_OTC_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",60,NA,"DRY_4_60_OTC_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",61,NA,"DRY_5_61_OTC_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",61,NA,"DRY_5_61_OTC_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",62,NA,"DRY_5_62_CTL_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",62,NA,"DRY_5_62_CTL_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",63,NA,"DRY_5_63_OTC_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",63,NA,"DRY_5_63_OTC_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",65,NA,"DRY_5_65_CTL_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",65,NA,"DRY_5_65_CTL_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",68,NA,"DRY_5_68_CTL_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",68,NA,"DRY_5_68_CTL_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",69,NA,"DRY_5_69_OTC_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",69,NA,"DRY_5_69_OTC_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",77,NA,"DRY_6_77_CTL_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",77,NA,"DRY_6_77_CTL_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",78,NA,"DRY_6_78_OTC_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",79,NA,"DRY_6_79_CTL_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",79,NA,"DRY_6_79_CTL_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",80,NA,"DRY_6_80_CTL_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM",80,NA,"DRY_6_80_CTL_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",81,NA,"DRY_6_81_OTC_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",81,NA,"DRY_6_81_OTC_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",82,NA,"DRY_6_82_OTC_DRYOCT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1995,"SNOWFENCE_MEDIUM_OTC",82,NA,"DRY_6_82_OTC_VACVIT",142
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",1,NA,"DRY_0_1_OTC_DRYOCT",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",1,NA,"DRY_0_1_OTC_VACVIT",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",1,NA,"DRY_0_1_OTC_LOIPRO",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",1,NA,"DRY_0_1_OTC_DIALAP",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",1,NA,"DRY_0_1_OTC_ARCALP",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",1,NA,"DRY_0_1_OTC_SALPHL",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",2,148,"DRY_0_2_OTC_DRYOCT",149
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",2,148,"DRY_0_2_OTC_VACVIT",149
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",2,148,"DRY_0_2_OTC_LOIPRO",149
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",2,148,"DRY_0_2_OTC_DIALAP",149
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",2,148,"DRY_0_2_OTC_ARCALP",149
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",2,148,"DRY_0_2_OTC_SALPHL",149
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",3,148,"DRY_0_3_CTL_DRYOCT",149
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",3,148,"DRY_0_3_CTL_VACVIT",149
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",3,148,"DRY_0_3_CTL_LOIPRO",149
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",3,148,"DRY_0_3_CTL_ARCALP",149
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",3,148,"DRY_0_3_CTL_SALPHL",149
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",6,NA,"DRY_0_6_OTC_DRYOCT",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",6,NA,"DRY_0_6_OTC_VACVIT",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",6,NA,"DRY_0_6_OTC_ARCALP",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"OTC",6,NA,"DRY_0_6_OTC_SALPHL",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",8,NA,"DRY_0_8_CTL_DRYOCT",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",8,NA,"DRY_0_8_CTL_VACVIT",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",8,NA,"DRY_0_8_CTL_ARCALP",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",8,NA,"DRY_0_8_CTL_SALPHL",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",9,NA,"DRY_0_9_CTL_DRYOCT",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",9,NA,"DRY_0_9_CTL_VACVIT",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",9,NA,"DRY_0_9_CTL_LOIPRO",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",9,NA,"DRY_0_9_CTL_ARCALP",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"CTL",9,NA,"DRY_0_9_CTL_SALPHL",143
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",17,164,"DRY_1_17_OTC_DRYOCT",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",17,164,"DRY_1_17_OTC_VACVIT",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",17,164,"DRY_1_17_OTC_LOIPRO",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",17,164,"DRY_1_17_OTC_ARCALP",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",17,164,"DRY_1_17_OTC_SALPHL",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",19,164,"DRY_1_19_CTL_DRYOCT",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",19,164,"DRY_1_19_CTL_VACVIT",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",19,164,"DRY_1_19_CTL_LOIPRO",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",19,164,"DRY_1_19_CTL_DIALAP",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",19,164,"DRY_1_19_CTL_SALPHL",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",21,165,"DRY_1_21_CTL_DRYOCT",166
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",21,165,"DRY_1_21_CTL_VACVIT",166
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",21,165,"DRY_1_21_CTL_LOIPRO",166
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",21,165,"DRY_1_21_CTL_DIALAP",166
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",21,165,"DRY_1_21_CTL_SALPHL",166
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",23,166,"DRY_1_23_OTC_DRYOCT",168
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",23,166,"DRY_1_23_OTC_VACVIT",168
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",23,166,"DRY_1_23_OTC_LOIPRO",168
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",23,166,"DRY_1_23_OTC_DIALAP",168
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",23,166,"DRY_1_23_OTC_ARCALP",168
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",26,168,"DRY_1_26_OTC_DRYOCT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",26,168,"DRY_1_26_OTC_VACVIT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",26,168,"DRY_1_26_OTC_LOIPRO",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",26,168,"DRY_1_26_OTC_DIALAP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",26,168,"DRY_1_26_OTC_ARCALP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",26,168,"DRY_1_26_OTC_SALPHL",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",31,168,"DRY_1_31_CTL_DRYOCT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",31,168,"DRY_1_31_CTL_VACVIT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",31,168,"DRY_1_31_CTL_LOIPRO",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",31,168,"DRY_1_31_CTL_DIALAP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",31,168,"DRY_1_31_CTL_ARCALP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",31,168,"DRY_1_31_CTL_SALPHL",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",33,168,"DRY_2_33_OTC_DRYOCT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",33,168,"DRY_2_33_OTC_VACVIT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",33,168,"DRY_2_33_OTC_LOIPRO",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",33,168,"DRY_2_33_OTC_DIALAP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",33,168,"DRY_2_33_OTC_SALPHL",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",34,168,"DRY_2_34_CTL_DRYOCT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",34,168,"DRY_2_34_CTL_VACVIT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",34,168,"DRY_2_34_CTL_LOIPRO",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",34,168,"DRY_2_34_CTL_DIALAP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",34,168,"DRY_2_34_CTL_SALPHL",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",35,168,"DRY_2_35_OTC_DRYOCT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",35,168,"DRY_2_35_OTC_VACVIT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",35,168,"DRY_2_35_OTC_LOIPRO",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",35,168,"DRY_2_35_OTC_ARCALP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",36,168,"DRY_2_36_OTC_DRYOCT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",36,168,"DRY_2_36_OTC_VACVIT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",36,168,"DRY_2_36_OTC_LOIPRO",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",36,168,"DRY_2_36_OTC_DIALAP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",36,168,"DRY_2_36_OTC_ARCALP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP_OTC",36,168,"DRY_2_36_OTC_SALPHL",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",37,168,"DRY_2_37_CTL_DRYOCT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",37,168,"DRY_2_37_CTL_VACVIT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",37,168,"DRY_2_37_CTL_LOIPRO",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",37,168,"DRY_2_37_CTL_DIALAP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",37,168,"DRY_2_37_CTL_ARCALP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",37,168,"DRY_2_37_CTL_SALPHL",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",38,168,"DRY_2_38_CTL_DRYOCT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",38,168,"DRY_2_38_CTL_VACVIT",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",38,168,"DRY_2_38_CTL_LOIPRO",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",38,168,"DRY_2_38_CTL_DIALAP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",38,168,"DRY_2_38_CTL_ARCALP",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",38,168,"DRY_2_38_CTL_SALPHL",169
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",39,149,"DRY_3_39_CTL_DRYOCT",150
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",39,149,"DRY_3_39_CTL_VACVIT",150
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",39,149,"DRY_3_39_CTL_LOIPRO",150
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",39,149,"DRY_3_39_CTL_ARCALP",150
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",39,149,"DRY_3_39_CTL_SALPHL",150
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",40,149,"DRY_3_40_CTL_DRYOCT",150
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",40,149,"DRY_3_40_CTL_VACVIT",150
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",40,149,"DRY_3_40_CTL_LOIPRO",150
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",40,149,"DRY_3_40_CTL_DIALAP",150
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",40,149,"DRY_3_40_CTL_ARCALP",150
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",40,149,"DRY_3_40_CTL_SALPHL",150
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",44,164,"DRY_3_44_CTL_DRYOCT",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",44,164,"DRY_3_44_CTL_VACVIT",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",44,164,"DRY_3_44_CTL_LOIPRO",165
"TOOLIK","TOOLIK.USTOOLIKDRY.JW",1996,"SNOWFENCE_DEEP",44,164,"DRY_3_44_CTL_DIALAP",165
